comment_id,video_id,video_title,channel_title,clean_text,published_at,like_count,candidate_sentiment,candidate_confidence,sentiment
UgyzfTRSJKE1-vh_yyN4AaABAg,Y2rMYyfbhx8,DELHI EV POLICY 2026 EXPLAINED!!,Prabhjot Speaks,"BJP government ka Policy hai bhai! Kab successful hua hai, jo aaj hoga?... Hamesha jabardasti, jaldbazi! Kyu nehi successful hoga:- 1) Aap logo ko lagta hai, Nitin Gadkari yeh hone denge...Toh yeh project bhi dead ho Jayega aur koi baat bhi nehi hoga! 2) Charging Station banane ke bad karta toh bhi log motivated hota! 3) What about longdrive bikers? Bike to Ladakh, Chitkul etc. 4) What about Bike related other businesses? Karolbagh Market! 5) Speed decline will surely demotivate customers to buy EV Bike... We need more updated Bikes! Till then Govt. should have waited for it!",2026-07-01T19:43:53Z,1,Neutral,0.5654572248458862,Neutral
UgyH_256pOhC57giCTd4AaABAg,Y2rMYyfbhx8,DELHI EV POLICY 2026 EXPLAINED!!,Prabhjot Speaks,Range de do 500 km perfect tb to lenge bhi. Warna faltu mai policy la rhe ho,2026-07-01T17:05:42Z,0,Neutral,0.812289834022522,Neutral
Ugyi0Nn7pFreedtZJyd4AaABAg,Y2rMYyfbhx8,DELHI EV POLICY 2026 EXPLAINED!!,Prabhjot Speaks,Bahi law ane te de abhi mai hamre pass uska bhi jugad hai delhi mai ban hai na 2028 mai Gurgaon or noida mai to nahi na 😂 le jo karana hai kar lo ham tu gaddi bhi chalenge delhi mai hi kya kar loge 😂😂,2026-07-01T14:40:43Z,0,Neutral,0.7651738524436951,Neutral
UgyBKm0aQ-PzijNdnLp4AaABAg,Y2rMYyfbhx8,DELHI EV POLICY 2026 EXPLAINED!!,Prabhjot Speaks,"According to Indian government pollution sirf vechiles se hota h !! What about factories, ahhhhh ethanol factories",2026-07-01T14:39:51Z,3,Negative,0.7465584874153137,Negative
UgzO4fbPzWPa9aj-3tt4AaABAg,Y2rMYyfbhx8,DELHI EV POLICY 2026 EXPLAINED!!,Prabhjot Speaks,Wesa mai bjp govt ko pasand nhe karta par es baar mai pighal gya thanks delhi cm madam,2026-07-08T16:28:32Z,0,Neutral,0.6598097681999207,Neutral
UgytURn_ZN9mEvV1BXB4AaABAg,Y2rMYyfbhx8,DELHI EV POLICY 2026 EXPLAINED!!,Prabhjot Speaks,Nitin gadkari ki direct ev nhi de rahe hai purani bike jinke pass hai unke liye acha hai this policy is good ✅✅👍👍,2026-07-01T14:49:44Z,2,Positive,0.8355739712715149,Positive
UgwEQRysZQWqBNYYbRN4AaABAg,Y2rMYyfbhx8,DELHI EV POLICY 2026 EXPLAINED!!,Prabhjot Speaks,Ghanta subsidy milegi aaj 2 sal ho gye TVS icube scoter liye hua .. koi subsidy nhi ati,2026-07-02T08:17:25Z,0,Neutral,0.6266403794288635,Neutral
UgwQXFI0kjvEUed0DEB4AaABAg,Y2rMYyfbhx8,DELHI EV POLICY 2026 EXPLAINED!!,Prabhjot Speaks,Dalal govt factory kon band Kara ga,2026-07-01T18:27:13Z,0,Neutral,0.728989839553833,Neutral
Ugwr7VI24tCoELdciWJ4AaABAg,Y2rMYyfbhx8,DELHI EV POLICY 2026 EXPLAINED!!,Prabhjot Speaks,"Bullshit policy, everyone in position of power is absolute morons, without proper infrastructure this ev push will cause enormous fire hazards, powergrid failure is eminent and the charging grid issue is another problem. Delhi is going to crumple soon.",2026-07-01T19:14:25Z,0,Negative,0.9331331849098206,Negative
Ugz1X3NXaNJ0GHdcJxp4AaABAg,Y2rMYyfbhx8,DELHI EV POLICY 2026 EXPLAINED!!,Prabhjot Speaks,Bjp hi totally failed govt hai Toh policy kaise success hogi And even all are one we are in pieces,2026-07-02T03:51:30Z,0,Negative,0.9234592914581299,Negative
UgwX2XffSdOnQlkhvap4AaABAg,Y2rMYyfbhx8,DELHI EV POLICY 2026 EXPLAINED!!,Prabhjot Speaks,Policy successful ho naho Gotala Pakka hai😂 1500 cr ka😂,2026-07-01T14:25:48Z,0,Neutral,0.6612632274627686,Neutral
UgyiDNzAyL2Jh1Hxj-t4AaABAg,cy7IrPOXdZo,Big News for Delhi! CM Rekha Gupta Announces New EV Policy #ev #delhievpolicy2026 #cmrekhagupta,India Today,Good step but please Gadkari jii ko yeh gaadiyo ko kharab karne se roko warna bahut kuch ho skta hai public outrage jis din badha na us din poori govt. Badalni padegi,2026-07-02T05:53:40Z,4,Neutral,0.6076608300209045,Neutral
UgwkqAs4t10kpEe11r94AaABAg,cy7IrPOXdZo,Big News for Delhi! CM Rekha Gupta Announces New EV Policy #ev #delhievpolicy2026 #cmrekhagupta,India Today,"This is a confused government, few days back the inaugurated e85 petrol in petrol pump than inaugurated flex fuel bike and next day ban fuel 2wheelers , are they confusing the manufacturers and public?",2026-07-03T05:12:39Z,3,Negative,0.7820255756378174,Negative
UgzTxB0L9Rb-ZOb4nE14AaABAg,cy7IrPOXdZo,Big News for Delhi! CM Rekha Gupta Announces New EV Policy #ev #delhievpolicy2026 #cmrekhagupta,India Today,I purchased an ev ola in oct 24 but still haven't received any Subsidy,2026-07-30T11:14:18Z,0,Negative,0.5292785167694092,Negative
UgzEMUbAyABziXZ5Gn14AaABAg,cy7IrPOXdZo,Big News for Delhi! CM Rekha Gupta Announces New EV Policy #ev #delhievpolicy2026 #cmrekhagupta,India Today,"I purchased an EV scooter in November 2024, but I am still unable to apply for the Delhi government EV subsidy. I have contacted the EV scooter dealership in Delhi many times, but they have told me that they have not received any updates or information from the Delhi Government regarding subsidy applications for vehicles purchased in November 2024. I also had to pay the registration fee and road tax. Could you please let me know why the subsidy application is still not available? When will the application process open for vehicles purchased in November 2024? It is now July 2026. Why has it taken so long, and when can I expect to receive an update?",2026-07-02T06:22:19Z,2,Negative,0.6803398728370667,Negative
Ugz8lZ-yVcUkxCpVRDB4AaABAg,cy7IrPOXdZo,Big News for Delhi! CM Rekha Gupta Announces New EV Policy #ev #delhievpolicy2026 #cmrekhagupta,India Today,Sab Fake News Hai Abhi Dealer ke pas Aisa Koi Subsidy plan Nahi Bheja hai Delhi Government ne Main Gaya Tha Purchase ke liye,2026-07-06T05:36:00Z,0,Neutral,0.576657772064209,Neutral
UgztupAiI6Gh17mJHTV4AaABAg,cy7IrPOXdZo,Big News for Delhi! CM Rekha Gupta Announces New EV Policy #ev #delhievpolicy2026 #cmrekhagupta,India Today,"EV scooter ka rate badhado phir subsidy dedo ,isko kehte hai polotics",2026-07-02T17:14:57Z,1,Neutral,0.64322429895401,Neutral
UgwJQH8893lwQqscgYB4AaABAg,E4FVzFbrwTA,Delhi EV Policy 2026: No New Petrol Two-Wheelers from 2028? | Current Affairs | Drishti IAS,Drishti IAS,Phle hi rate double kr do phir subsidy de do mantriyo ka commission to automobile company mil hi gya hoga,2026-07-09T14:44:30Z,1,Neutral,0.7526842951774597,Neutral
UgwaSTfbjPNrbe3J0Cl4AaABAg,E4FVzFbrwTA,Delhi EV Policy 2026: No New Petrol Two-Wheelers from 2028? | Current Affairs | Drishti IAS,Drishti IAS,Charging station par work kare,2026-07-05T06:42:50Z,0,Neutral,0.8261433839797974,Neutral
Ugy67SeOlVegab3xjiZ4AaABAg,E4FVzFbrwTA,Delhi EV Policy 2026: No New Petrol Two-Wheelers from 2028? | Current Affairs | Drishti IAS,Drishti IAS,The government should Implement this policy to all states ( with flexibility in the north east),2026-07-02T15:56:17Z,0,Neutral,0.7477383017539978,Neutral
UgzIaQE1FDu85Wxmzbh4AaABAg,ON0ESOiXeOM,Delhi EV Policy Won’t Stop Petrol Bike Sales. Car Guru Explains.,DoubleCheck By Sanket Upadhyay,"On one hand the government has given clearance for cutting of lakhs of trees in Hasdeo Forest of Chattisgarh for coal mining, on the other side they are talking about ethanol blending and EVs... what a hypocrisy 🤔",2026-07-03T13:44:27Z,1,Negative,0.6201097369194031,Negative
UgxVkOsRIx8y7qRk59Z4AaABAg,ON0ESOiXeOM,Delhi EV Policy Won’t Stop Petrol Bike Sales. Car Guru Explains.,DoubleCheck By Sanket Upadhyay,"Nobody talks about that is ev vehicle really reducing pollution and carbon footprint...,.if we look at entire manufacturing of ev vehicle, battery and it's carbon footprint is higher than petrol vehcile ...Also who will guarantee the replacement battery will hv same life span as that of original battery....What is the policy for dumping and processing of battery waste ....",2026-07-04T15:01:31Z,0,Negative,0.5760835409164429,Negative
UgyNEiPWRTy3pbAo_w94AaABAg,ON0ESOiXeOM,Delhi EV Policy Won’t Stop Petrol Bike Sales. Car Guru Explains.,DoubleCheck By Sanket Upadhyay,Yeh bhai pakka govt ko hola dega ev or ethonl se,2026-07-04T05:09:57Z,0,Neutral,0.8226909041404724,Neutral
UgzEbwngD_wxvh-7bwJ4AaABAg,ON0ESOiXeOM,Delhi EV Policy Won’t Stop Petrol Bike Sales. Car Guru Explains.,DoubleCheck By Sanket Upadhyay,Delhi ev policy❌ Pardhan mantri har ghar dhamaka yojna ✅,2026-07-04T01:21:34Z,0,Neutral,0.8946328163146973,Neutral
Ugy49136CVxcczZ6wx94AaABAg,ON0ESOiXeOM,Delhi EV Policy Won’t Stop Petrol Bike Sales. Car Guru Explains.,DoubleCheck By Sanket Upadhyay,"मेरा 1,75,000 रुपए की ola electric scooter 2.5 साल में ही 15000 km चलने के बाद खुद ही scrap हो गया। 😢 ना ही आज तक subsidy मिली 😢 कोई free के भाव भी पूछने वाला नहीं 😢 अब idea 💡 आया इसे ही scrap कराने ले जाता हूं 😢 और इसकी video बनाकर इसके बदले पेट्रोल स्कूटर ले लेता हूं। ताकि लोगो को पता चले कि Ev कितनी घटिया और बेकार है।",2026-07-07T18:18:32Z,0,Neutral,0.627275824546814,Neutral
UgynccWNZgvaSB1P-qR4AaABAg,np25v4-Vq2Y,"Automobile Expert, Gagan Choudhary: &#39;EV Policy Could&#39;ve Roped In CNG Bikes As An Option&#39; | Exclusive",The Indian Express,Pahle petrol pumps jitne asani se mil jaye utne charging stations to lagao...fir lana aisi fuddu policy,2026-07-02T11:23:38Z,32,Negative,0.5241796970367432,Negative
Ugy78tyxlmQY4uwYeMV4AaABAg,np25v4-Vq2Y,"Automobile Expert, Gagan Choudhary: &#39;EV Policy Could&#39;ve Roped In CNG Bikes As An Option&#39; | Exclusive",The Indian Express,"If you ride 30/40 km per month then you should go for Cycle or E-cycle, it would be better for those. Ev Policy should come with cheap universal charging facilities with single rate.",2026-07-02T06:51:47Z,23,Neutral,0.6314995884895325,Neutral
Ugy1iEiQRlpbq-HnRGt4AaABAg,np25v4-Vq2Y,"Automobile Expert, Gagan Choudhary: &#39;EV Policy Could&#39;ve Roped In CNG Bikes As An Option&#39; | Exclusive",The Indian Express,"This rule is not good.. let me explain when delhi reduced alowed limit on diesel cars, we saw reduced sale in all over nation. and infact manufacturers stopped selling diesel altogether. India is a massive manufacturer and exporter of 2 wheelers and when primary market gets low sales its an overall impact on the development cycle too. Also why targetting 2 wheeler, why not govt trucks and buses first.. if you replace one bus, you reduce polution of upto 20 cars and 100 bikes.",2026-07-02T11:48:32Z,9,Negative,0.7457083463668823,Negative
UgyOUhxXLHXJS_KK2OV4AaABAg,np25v4-Vq2Y,"Automobile Expert, Gagan Choudhary: &#39;EV Policy Could&#39;ve Roped In CNG Bikes As An Option&#39; | Exclusive",The Indian Express,"Simple Solution make lanes For normal cycles and e-cycles, end Hawking culture! System needs to stop hafta culture from root both Citizens and Govt to change situation! I respect our Government however things need to change Gradually! China made it possible because corruption is not encouraged ! However no country is 100% corruption free! Still even with 90% of the good people in the government Offices can change the situation!",2026-07-02T05:44:18Z,7,Neutral,0.5812704563140869,Neutral
UgxaA_FRdhvyJqikgux4AaABAg,np25v4-Vq2Y,"Automobile Expert, Gagan Choudhary: &#39;EV Policy Could&#39;ve Roped In CNG Bikes As An Option&#39; | Exclusive",The Indian Express,"Improve electric charging infrastructure..other countries use fines on polluters and taxes on fossil fuels to pay for public infrastructure. I think Gagan is missing the big picture, in many countries EVs are at price parity or even cheaper than fossil fuel vehicles... He should ask why it is not cheaper in India.. Entire perspective of our society needs to change on how to increase electrification t reduce dependence on expensive imported fuels",2026-07-02T13:56:37Z,2,Neutral,0.648857831954956,Neutral
UgzmhwaE9rqHrWpx1d54AaABAg,np25v4-Vq2Y,"Automobile Expert, Gagan Choudhary: &#39;EV Policy Could&#39;ve Roped In CNG Bikes As An Option&#39; | Exclusive",The Indian Express,How much pollution is caused due to manufacturing of batteries?,2026-07-06T04:07:38Z,0,Negative,0.5827713012695312,Negative
Ugywqh3-7s6VmakPG_J4AaABAg,np25v4-Vq2Y,"Automobile Expert, Gagan Choudhary: &#39;EV Policy Could&#39;ve Roped In CNG Bikes As An Option&#39; | Exclusive",The Indian Express,Mr gagan : since beginning you are saying ev is failure..... Now see the numbers..... Who took ev once ... Can't buy petrol Or diesel.... Ev is rocket... And talk about ev infra... Too many chargers available now...,2026-07-03T09:25:47Z,0,Negative,0.7111228108406067,Negative
Ugw_FdNbcM0c76OwVW94AaABAg,np25v4-Vq2Y,"Automobile Expert, Gagan Choudhary: &#39;EV Policy Could&#39;ve Roped In CNG Bikes As An Option&#39; | Exclusive",The Indian Express,West bengal never do this. They don't have any interest to take this type of things. They are just doing politics. Not doing anything to encourage ev buyers. In west bengal a hero vida vx2 plus is costing 115k ex showroom with 5k subsidy. If i am not wrong in delhi the same can be at 85k with subsidy,2026-07-05T06:56:52Z,0,Negative,0.6357755064964294,Negative
Ugyuvf1fSX6feXK0J9x4AaABAg,np25v4-Vq2Y,"Automobile Expert, Gagan Choudhary: &#39;EV Policy Could&#39;ve Roped In CNG Bikes As An Option&#39; | Exclusive",The Indian Express,"The journalist didn't even prepare well - what about battery degradation, breakeven km, global best practices to curb pollution, present state of infra for charging, parking spaces to allow for charging for two wheeler in public parking, battery cell import impact on forex, why not allow high end bikes and tax them heavily, allowing for resale of two wheeler in states other than ncr with incentives and scraping ones with incentives, how EV safety could be included like no ignition without helmet - for all around policy, towing infra in case of battery depletion, workshops other than company owner and maintenance modules and part for right to self repair, flooding in the areas and EVs, battery depletion in extreme high temperature of delhi, will govt be investing in power storage solution to control the intermittancy if renewable in the increase power requirement, NCR areas two wheeler movement restrictions, will the incentives be one time and assured time in which one recieves, insurance cost differnece - come on, I read this paper, ask in detail - it's not a brief note",2026-07-01T18:05:55Z,1,Negative,0.5653066635131836,Negative
UgxmsTLgGL8S4-M1dpJ4AaABAg,nJaHI4lnY18,"Delhi News | Delhi Approves New EV Policy, Rs 15,000 Crore Push for Electric Vehicles",NDTV,"Sabse pehle government apni fleet kyu change nahi karti? Tab inko samajh ayega charging issues jo public face kar rahi hai. Buses to bus depot me charge hoti hai magar aam public ke liye kya facility hai abhi tak. Target 2030 ka tha to 2026 me bina infra ke kyu launch ki hai? CNG ka unfra 20 saal me establish hua aur ab ev pe switch Petrol me ethanol mix, cng me bio gas mix, diesel me isobutanol mix aur ev ke charger hai nahi. Dimag se khali hai sarkar aur unke mantri.",2026-06-29T15:29:32Z,0,Neutral,0.7000110745429993,Neutral
UgzjK8ARK6n_ZRvkltV4AaABAg,nJaHI4lnY18,"Delhi News | Delhi Approves New EV Policy, Rs 15,000 Crore Push for Electric Vehicles",NDTV,Kya drama hai…. Road tax to phale se lagta hi nahi tha 😂,2026-07-01T03:02:39Z,0,Neutral,0.6984883546829224,Neutral
UgyPkgvsWDXWwlGUith4AaABAg,AsIZi_ff7_4,"Delhi&#39;s New EV Policy: Petrol 2-wheelers Can&#39;t Be Registered From April 1, 2028 | WION News",WION,"Delhi removed the taxes on EV vehicles. On thr other hand karnataka just added taxes on EV vehicles making them more expensive and u affordable. Let alone giving subsidy, citizens can't even pay the showroom price and get the car.",2026-04-13T03:26:11Z,22,Negative,0.5866867303848267,Negative
UgyFiseTiDceIHQvB314AaABAg,AsIZi_ff7_4,"Delhi&#39;s New EV Policy: Petrol 2-wheelers Can&#39;t Be Registered From April 1, 2028 | WION News",WION,News is related to Delhi and you are using foreign charging station videos 😂😂,2026-04-13T17:19:08Z,18,Negative,0.4965299367904663,Negative
Ugybqd2GNq_sZ2cUvmR4AaABAg,AsIZi_ff7_4,"Delhi&#39;s New EV Policy: Petrol 2-wheelers Can&#39;t Be Registered From April 1, 2028 | WION News",WION,indian government already figured out how to rob indians with this nautanki 🤣🤣🤣,2026-04-14T03:24:38Z,10,Negative,0.7471052408218384,Negative
UgwfsYWrf0JyDopyAOR4AaABAg,AsIZi_ff7_4,"Delhi&#39;s New EV Policy: Petrol 2-wheelers Can&#39;t Be Registered From April 1, 2028 | WION News",WION,"No one is addressing the problem of range anxiety. If fast DC chargers deployed in offices and housing societies parkings, half of the problem will solve. Mandatory DC EV chargers in Commercial business parks and buildings, will solve the problem. Unified 2W charging socket too.",2026-04-13T10:27:49Z,10,Neutral,0.5600824952125549,Neutral
UgyjFNSl1RGeqOWfuJt4AaABAg,AsIZi_ff7_4,"Delhi&#39;s New EV Policy: Petrol 2-wheelers Can&#39;t Be Registered From April 1, 2028 | WION News",WION,"What about charging infrastructure, breakdown roadside assistant?",2026-04-14T06:35:36Z,5,Neutral,0.6425963640213013,Neutral
UgzvAwHF0LBRb_qSsJF4AaABAg,AsIZi_ff7_4,"Delhi&#39;s New EV Policy: Petrol 2-wheelers Can&#39;t Be Registered From April 1, 2028 | WION News",WION,What about policy for ev chargers in societies as many do not allow it as there is no infrastructure,2026-04-13T06:19:58Z,5,Negative,0.6921005845069885,Negative
UgyoCGhx2u2PG4nKUqN4AaABAg,AsIZi_ff7_4,"Delhi&#39;s New EV Policy: Petrol 2-wheelers Can&#39;t Be Registered From April 1, 2028 | WION News",WION,"Go green is a scam because 1. plastic is not banned but ask users to stop buying 2. Industrial pollution is more than 5% vehicle pollution , even then people are asked to change their vehicles which are priced higher than normal vehicles 3. government work for industries they are brand ambassadors of Corporate companies",2026-04-14T10:36:34Z,4,Negative,0.779350757598877,Negative
UgzYc6ZKpDR1LrJFG0V4AaABAg,AsIZi_ff7_4,"Delhi&#39;s New EV Policy: Petrol 2-wheelers Can&#39;t Be Registered From April 1, 2028 | WION News",WION,"Road tax kya ,toll tax htao to mane",2026-04-12T17:28:44Z,0,Neutral,0.7537285089492798,Neutral
UgyEBSTJNfC_fIl8ZG94AaABAg,AsIZi_ff7_4,"Delhi&#39;s New EV Policy: Petrol 2-wheelers Can&#39;t Be Registered From April 1, 2028 | WION News",WION,Good they are waiving tax but who will pay for the scooter when people can barely afford replacing tail light bulb of their current 100cc bike?,2026-04-13T11:37:02Z,1,Neutral,0.48534291982650757,Neutral
